"account_id","account_name","industry","country","signup_date","referral_source","plan_tier","seats","is_trial","churn_flag","total_mrr","total_arr","active_subs","total_usage_events","avg_daily_usage","total_errors","unique_features","usage_velocity","ticket_volume","avg_res_time_hrs","high_priority_count","churn_date","is_churned"
"A-7dacce","Company_8","Cybersecurity","CA","2024-09-10","event","Enterprise",12,"False","True",23057,276684,10,48,9.83333333333333,29,27,0.97029702970297,4,32.5,4,"2024-12-08",1
"A-7dacce","Company_8","Cybersecurity","CA","2024-09-10","event","Enterprise",12,"False","True",23057,276684,10,48,9.83333333333333,29,27,0.97029702970297,4,32.5,4,"2024-09-18",1
"A-7dacce","Company_8","Cybersecurity","CA","2024-09-10","event","Enterprise",12,"False","True",23057,276684,10,48,9.83333333333333,29,27,0.97029702970297,4,32.5,4,"2024-12-27",1
"A-10b8da","Company_9","DevTools","US","2023-05-08","partner","Enterprise",14,"False","True",8787,105444,6,27,9.51851851851852,14,23,0.854545454545454,3,31.3333333333333,2,NA,0
"A-592832","Company_10","Cybersecurity","US","2024-09-25","organic","Basic",18,"False","True",32571,390852,19,101,10.4257425742574,55,38,1.04672897196262,3,32.6666666666667,1,"2024-10-04",1
"A-d40bf7","Company_11","FinTech","IN","2024-11-08","organic","Basic",59,"False","False",43247,518964,10,55,10.2181818181818,22,29,1.10526315789474,2,20.5,2,NA,0
"A-6c093d","Company_12","DevTools","US","2023-04-14","partner","Basic",7,"True","False",16242,194904,12,64,10.46875,30,30,1.02678571428571,3,40.3333333333333,2,NA,0
"A-462d45","Company_13","Cybersecurity","US","2024-01-15","partner","Enterprise",11,"True","False",23432,281184,12,69,9.30434782608696,26,34,1.03333333333333,4,26.75,3,"2024-05-17",1
"A-956988","Company_14","EdTech","UK","2024-11-30","ads","Enterprise",1,"False","False",29407,352884,13,70,9.4,49,32,1.20224719101124,2,50.5,1,"2024-12-30",1
"A-956988","Company_14","EdTech","UK","2024-11-30","ads","Enterprise",1,"False","False",29407,352884,13,70,9.4,49,32,1.20224719101124,2,50.5,1,"2024-12-08",1
"A-ac14bb","Company_15","FinTech","US","2023-09-08","partner","Enterprise",21,"False","False",27746,332952,8,54,9.83333333333333,42,31,0.942857142857143,2,24.5,1,"2024-10-01",1
"A-ac14bb","Company_15","FinTech","US","2023-09-08","partner","Enterprise",21,"False","False",27746,332952,8,54,9.83333333333333,42,31,0.942857142857143,2,24.5,1,"2024-08-29",1
"A-463db0","Company_16","HealthTech","US","2024-12-05","partner","Basic",15,"False","False",13266,159192,7,37,9.91891891891892,13,25,0.811320754716981,6,50.1666666666667,2,"2024-12-30",1
"A-ce66f8","Company_17","EdTech","CA","2023-08-23","event","Pro",29,"False","False",11858,142296,6,46,10.7391304347826,19,29,0.865979381443299,6,41.6666666666667,2,NA,0
"A-c4ea60","Company_18","FinTech","DE","2023-03-09","other","Enterprise",18,"False","True",14646,175752,9,43,9.93023255813953,18,28,1.30588235294118,5,36,1,NA,0
"A-832ec2","Company_19","FinTech","UK","2023-11-19","event","Enterprise",4,"True","False",9299,111588,8,49,10.4285714285714,25,31,0.972477064220184,3,26,1,"2023-12-19",1
"A-832ec2","Company_19","FinTech","UK","2023-11-19","event","Enterprise",4,"True","False",9299,111588,8,49,10.4285714285714,25,31,0.972477064220184,3,26,1,"2024-09-15",1
"A-684255","Company_20","FinTech","US","2024-04-14","ads","Enterprise",9,"False","False",11844,142128,14,66,9.89393939393939,44,34,1.05882352941176,4,14.25,1,"2024-07-03",1
"A-684255","Company_20","FinTech","US","2024-04-14","ads","Enterprise",9,"False","False",11844,142128,14,66,9.89393939393939,44,34,1.05882352941176,4,14.25,1,"2024-05-04",1
"A-c42f1f","Company_21","HealthTech","US","2024-07-28","other","Pro",8,"False","False",5175,62100,8,35,9.62857142857143,20,24,0.817204301075269,9,31.3333333333333,4,NA,0
"A-4e44e8","Company_22","DevTools","US","2024-08-20","ads","Enterprise",3,"False","True",36445,437340,14,69,9.95652173913044,37,32,0.877358490566038,3,31.3333333333333,1,"2024-10-11",1
"A-4e44e8","Company_22","DevTools","US","2024-08-20","ads","Enterprise",3,"False","True",36445,437340,14,69,9.95652173913044,37,32,0.877358490566038,3,31.3333333333333,1,"2024-08-25",1
"A-30b4ca","Company_23","EdTech","IN","2024-05-20","organic","Basic",86,"False","True",75938,911256,8,42,9.57142857142857,22,28,1.04210526315789,3,57.6666666666667,0,"2024-09-01",1
"A-9f2731","Company_24","FinTech","IN","2024-10-04","event","Enterprise",1,"False","False",3613,43356,7,32,10.125,20,23,0.793388429752066,0,0,0,"2024-10-15",1
"A-9f2731","Company_24","FinTech","IN","2024-10-04","event","Enterprise",1,"False","False",3613,43356,7,32,10.125,20,23,0.793388429752066,0,0,0,"2024-12-09",1
"A-32fb14","Company_25","DevTools","US","2023-03-07","event","Enterprise",26,"False","True",10162,121944,9,47,10.3829787234043,19,27,0.954128440366973,5,34,3,"2023-08-19",1
"A-32fb14","Company_25","DevTools","US","2023-03-07","event","Enterprise",26,"False","True",10162,121944,9,47,10.3829787234043,19,27,0.954128440366973,5,34,3,"2024-04-03",1
"A-32fb14","Company_25","DevTools","US","2023-03-07","event","Enterprise",26,"False","True",10162,121944,9,47,10.3829787234043,19,27,0.954128440366973,5,34,3,"2024-04-28",1
"A-00cac8","Company_26","HealthTech","AU","2023-09-15","organic","Enterprise",8,"True","False",14121,169452,9,58,10.3793103448276,31,30,1.00943396226415,2,33,2,NA,0
"A-35083d","Company_27","HealthTech","IN","2023-04-28","partner","Basic",19,"False","True",32433,389196,16,72,10.9861111111111,37,29,0.875,4,49.75,3,NA,0
"A-eb7fac","Company_28","DevTools","US","2023-10-28","organic","Enterprise",7,"False","False",42096,505152,10,53,10.1509433962264,44,27,0.98,4,34,2,"2024-07-22",1
"A-b20d99","Company_29","HealthTech","IN","2023-09-27","other","Basic",20,"False","False",11069,132828,7,33,9.96969696969697,12,22,0.96039603960396,2,61.5,0,"2024-03-04",1
"A-396e5f","Company_30","Cybersecurity","CA","2024-10-02","other","Enterprise",2,"False","False",10236,122832,10,55,9.81818181818182,23,29,1.01,5,24.8,4,"2024-11-30",1
"A-45ce7a","Company_31","FinTech","US","2023-07-23","ads","Enterprise",16,"False","False",8216,98592,7,39,10.8717948717949,30,21,1.04123711340206,5,45.4,0,NA,0
"A-08e34e","Company_32","EdTech","US","2024-06-27","event","Basic",14,"False","True",21821,261852,11,63,10.3333333333333,32,34,1.29032258064516,3,43,1,"2024-07-13",1
"A-08e34e","Company_32","EdTech","US","2024-06-27","event","Basic",14,"False","True",21821,261852,11,63,10.3333333333333,32,34,1.29032258064516,3,43,1,"2024-09-01",1
"A-8145a0","Company_33","Cybersecurity","AU","2023-04-25","partner","Basic",2,"True","False",17260,207120,12,64,10.828125,27,32,0.890756302521008,6,23.6666666666667,2,"2023-07-12",1
"A-bad8c1","Company_34","FinTech","AU","2023-03-01","organic","Basic",7,"False","False",7797,93564,7,37,10.4054054054054,11,29,1.28571428571429,1,27,1,"2023-10-04",1
"A-44dc83","Company_35","EdTech","FR","2024-05-12","other","Basic",5,"False","False",456,5472,4,24,10.3333333333333,13,16,1.19565217391304,7,40.8571428571429,4,"2024-11-29",1
"A-f446b6","Company_36","DevTools","DE","2023-05-12","ads","Pro",5,"True","False",11392,136704,9,39,9.64102564102564,31,27,0.903846153846154,8,30.75,6,NA,0
"A-a45270","Company_37","HealthTech","US","2024-06-24","ads","Enterprise",3,"False","False",20131,241572,12,71,10.3239436619718,53,35,0.895238095238095,4,64,3,"2024-11-12",1
"A-854864","Company_38","FinTech","IN","2024-12-07","event","Enterprise",20,"False","False",14759,177108,6,24,10.3333333333333,10,17,0.781512605042017,5,44.2,2,"2024-12-24",1
"A-1b7577","Company_39","Cybersecurity","US","2024-10-27","other","Pro",4,"False","False",8771,105252,11,62,10.4354838709677,33,33,1.11650485436893,5,27.2,3,NA,0
"A-05f0e5","Company_40","FinTech","US","2023-05-04","partner","Basic",32,"False","False",51109,613308,12,67,10.5373134328358,46,32,0.991452991452991,4,20,2,"2024-11-25",1
"A-05f0e5","Company_40","FinTech","US","2023-05-04","partner","Basic",32,"False","False",51109,613308,12,67,10.5373134328358,46,32,0.991452991452991,4,20,2,"2024-01-14",1
"A-9077b0","Company_41","HealthTech","US","2024-08-25","ads","Basic",2,"False","False",3565,42780,7,46,10.7173913043478,31,26,0.947826086956522,3,40.3333333333333,3,NA,0
"A-7f8241","Company_42","EdTech","US","2023-03-14","organic","Pro",34,"False","True",39516,474192,15,77,9.53246753246753,38,34,1.20253164556962,1,36,0,NA,0
"A-2bc93d","Company_43","HealthTech","US","2023-03-14","event","Basic",14,"False","False",32394,388728,13,67,9.94029850746269,31,33,1.15463917525773,2,12,1,"2023-08-10",1
"A-2bc93d","Company_43","HealthTech","US","2023-03-14","event","Basic",14,"False","False",32394,388728,13,67,9.94029850746269,31,33,1.15463917525773,2,12,1,"2024-08-15",1
"A-f3ff05","Company_44","FinTech","IN","2024-07-06","other","Enterprise",2,"False","False",19465,233580,13,66,10.1818181818182,36,28,1,3,42.6666666666667,1,"2024-10-20",1
"A-2d4502","Company_45","FinTech","IN","2024-04-29","event","Basic",7,"False","False",29071,348852,10,47,9.8936170212766,19,29,0.792452830188679,3,26.3333333333333,2,"2024-05-07",1
"A-6a4e2d","Company_46","EdTech","UK","2023-04-07","partner","Pro",9,"False","False",10394,124728,11,59,10.1186440677966,31,27,0.927835051546392,2,18.5,0,"2024-07-19",1
"A-eb7c38","Company_47","DevTools","AU","2024-02-25","organic","Enterprise",5,"False","False",38210,458520,15,70,9.9,27,33,0.89622641509434,5,22.4,2,"2024-03-22",1
"A-c37601","Company_48","EdTech","US","2024-10-31","partner","Basic",6,"True","False",20475,245700,12,48,10.1875,21,28,1,4,42.25,2,"2024-12-17",1
"A-3b5cd1","Company_49","FinTech","US","2023-09-12","event","Basic",13,"True","False",23676,284112,13,52,10.0576923076923,24,27,1.13953488372093,5,27.4,2,"2024-08-30",1
"A-3b5cd1","Company_49","FinTech","US","2023-09-12","event","Basic",13,"True","False",23676,284112,13,52,10.0576923076923,24,27,1.13953488372093,5,27.4,2,"2024-07-24",1
"A-3b5cd1","Company_49","FinTech","US","2023-09-12","event","Basic",13,"True","False",23676,284112,13,52,10.0576923076923,24,27,1.13953488372093,5,27.4,2,"2024-01-21",1
"A-b2225d","Company_50","FinTech","US","2024-03-08","ads","Basic",47,"False","True",19088,229056,12,73,9.53424657534247,60,34,1.19148936170213,2,42,2,"2024-06-27",1
"A-b2225d","Company_50","FinTech","US","2024-03-08","ads","Basic",47,"False","True",19088,229056,12,73,9.53424657534247,60,34,1.19148936170213,2,42,2,"2024-03-31",1
"A-b2225d","Company_50","FinTech","US","2024-03-08","ads","Basic",47,"False","True",19088,229056,12,73,9.53424657534247,60,34,1.19148936170213,2,42,2,"2024-05-16",1
"A-94f8c9","Company_51","HealthTech","US","2024-03-29","other","Basic",13,"False","False",31989,383868,16,77,9.68831168831169,63,33,0.722222222222222,3,47.3333333333333,2,"2024-05-02",1
"A-02fac6","Company_52","FinTech","US","2023-04-06","event","Pro",22,"False","False",26410,316920,11,53,9.69811320754717,34,32,0.909090909090909,6,23.3333333333333,2,"2024-08-21",1
"A-c1dfe1","Company_53","DevTools","DE","2023-08-07","ads","Pro",26,"False","False",25790,309480,8,39,9.61538461538461,30,24,0.669724770642202,3,50.3333333333333,2,"2024-06-06",1
"A-c1dfe1","Company_53","DevTools","DE","2023-08-07","ads","Pro",26,"False","False",25790,309480,8,39,9.61538461538461,30,24,0.669724770642202,3,50.3333333333333,2,"2023-09-21",1
"A-32728c","Company_54","DevTools","US","2023-01-03","event","Pro",20,"False","True",4498,53976,8,41,10.1951219512195,22,26,0.973451327433628,2,34.5,0,"2024-06-22",1
"A-32728c","Company_54","DevTools","US","2023-01-03","event","Pro",20,"False","True",4498,53976,8,41,10.1951219512195,22,26,0.973451327433628,2,34.5,0,"2023-01-25",1
"A-32728c","Company_54","DevTools","US","2023-01-03","event","Pro",20,"False","True",4498,53976,8,41,10.1951219512195,22,26,0.973451327433628,2,34.5,0,"2024-07-19",1
"A-4c38bc","Company_55","HealthTech","UK","2024-03-09","event","Basic",36,"False","True",48060,576720,16,81,10.0987654320988,27,37,0.905660377358491,3,48.3333333333333,2,NA,0
"A-1b707d","Company_56","Cybersecurity","US","2023-07-14","organic","Enterprise",1,"False","False",9332,111984,8,38,10.5,12,27,1.13333333333333,3,42.6666666666667,0,"2023-07-21",1
"A-6f8ad2","Company_57","EdTech","IN","2024-07-09","organic","Basic",1,"False","False",25928,311136,17,88,10.5,59,38,0.857142857142857,4,35.25,2,NA,0
"A-4d1e75","Company_58","DevTools","US","2024-08-21","other","Basic",20,"False","False",31390,376680,13,51,9.35294117647059,25,28,0.852631578947368,2,15,0,"2024-09-05",1
"A-9ee962","Company_59","HealthTech","US","2023-02-28","ads","Basic",9,"False","True",9420,113040,9,39,11.2564102564103,17,25,1.05769230769231,3,37,1,"2024-10-03",1
"A-378b99","Company_60","EdTech","UK","2024-09-01","ads","Pro",8,"True","False",12116,145392,12,58,9.74137931034483,38,33,1.17045454545455,6,28.5,1,"2024-10-12",1
"A-94d3da","Company_61","HealthTech","US","2023-05-03","other","Basic",41,"False","False",22673,272076,12,48,9.66666666666667,25,29,1.07142857142857,6,26.8333333333333,4,"2024-04-12",1
"A-e351e1","Company_62","EdTech","US","2024-09-26","other","Enterprise",33,"False","False",3498,41976,5,29,10.1724137931034,22,18,1.18085106382979,4,17,1,"2024-10-24",1
"A-e351e1","Company_62","EdTech","US","2024-09-26","other","Enterprise",33,"False","False",3498,41976,5,29,10.1724137931034,22,18,1.18085106382979,4,17,1,"2024-12-04",1
"A-e351e1","Company_62","EdTech","US","2024-09-26","other","Enterprise",33,"False","False",3498,41976,5,29,10.1724137931034,22,18,1.18085106382979,4,17,1,"2024-10-30",1
"A-9badbd","Company_63","Cybersecurity","DE","2024-06-19","ads","Enterprise",5,"True","False",32477,389724,13,70,10.4142857142857,45,33,0.964285714285714,5,30.2,3,NA,0
"A-7e0a10","Company_64","FinTech","US","2023-11-18","ads","Enterprise",46,"False","False",41116,493392,10,50,10.22,35,34,0.918181818181818,5,39.4,5,"2024-09-26",1
"A-118d55","Company_65","Cybersecurity","US","2024-10-22","organic","Basic",8,"False","False",23919,287028,12,60,9.98333333333333,33,29,0.849557522123894,5,24.2,1,"2024-12-27",1
"A-118d55","Company_65","Cybersecurity","US","2024-10-22","organic","Basic",8,"False","False",23919,287028,12,60,9.98333333333333,33,29,0.849557522123894,5,24.2,1,"2024-11-25",1
"A-526d93","Company_66","HealthTech","FR","2024-04-14","organic","Basic",43,"False","False",39201,470412,9,56,10.0892857142857,45,28,1.15533980582524,5,51.4,3,"2024-07-10",1
"A-526d93","Company_66","HealthTech","FR","2024-04-14","organic","Basic",43,"False","False",39201,470412,9,56,10.0892857142857,45,28,1.15533980582524,5,51.4,3,"2024-09-25",1
"A-526d93","Company_66","HealthTech","FR","2024-04-14","organic","Basic",43,"False","False",39201,470412,9,56,10.0892857142857,45,28,1.15533980582524,5,51.4,3,"2024-08-05",1
"A-f92792","Company_67","FinTech","US","2024-07-04","ads","Pro",1,"False","False",18807,225684,14,53,9.9622641509434,31,32,1.36046511627907,2,45,0,"2024-11-03",1
"A-84ebe4","Company_68","FinTech","US","2023-03-12","ads","Pro",18,"True","True",27994,335928,11,42,9.42857142857143,26,27,0.97979797979798,4,29.5,1,"2024-01-05",1
"A-84ebe4","Company_68","FinTech","US","2023-03-12","ads","Pro",18,"True","True",27994,335928,11,42,9.42857142857143,26,27,0.97979797979798,4,29.5,1,"2024-01-20",1
"A-5b4ebb","Company_69","Cybersecurity","UK","2024-07-10","other","Basic",21,"True","True",27803,333636,13,70,9.88571428571429,25,34,1.275,5,35.4,0,NA,0
"A-2922b6","Company_70","HealthTech","US","2024-11-14","organic","Basic",15,"False","False",10669,128028,6,37,10.6216216216216,13,27,1.24468085106383,2,15.5,2,"2024-12-25",1
"A-9b9fe9","Company_71","EdTech","AU","2023-09-28","other","Basic",5,"False","False",19725,236700,12,58,10.2931034482759,22,30,0.88135593220339,4,33.5,2,"2024-09-04",1
"A-9b9fe9","Company_71","EdTech","AU","2023-09-28","other","Basic",5,"False","False",19725,236700,12,58,10.2931034482759,22,30,0.88135593220339,4,33.5,2,"2023-12-27",1
"A-a8b49c","Company_72","Cybersecurity","UK","2023-10-06","partner","Basic",7,"False","False",11567,138804,12,54,10.0925925925926,43,27,1.11340206185567,1,72,0,"2024-06-17",1
"A-9174e0","Company_73","Cybersecurity","US","2024-12-04","partner","Basic",37,"False","False",53976,647712,15,69,9.98550724637681,61,34,1,2,39,1,NA,0
"A-a1bbb6","Company_74","DevTools","CA","2023-04-05","organic","Basic",1,"False","False",14402,172824,8,37,9.89189189189189,20,23,1.00925925925926,3,17.6666666666667,3,NA,0
"A-c45b23","Company_75","FinTech","UK","2023-12-08","partner","Basic",5,"False","False",8504,102048,12,59,9.84745762711864,30,32,0.957446808510638,3,36.6666666666667,3,"2024-03-24",1
"A-02cd81","Company_76","HealthTech","IN","2024-03-28","other","Basic",44,"False","False",32956,395472,14,72,9.5,28,31,0.875,3,17.3333333333333,2,"2024-04-30",1
"A-ee42db","Company_77","EdTech","DE","2023-04-25","ads","Enterprise",13,"False","False",11567,138804,12,54,9.46296296296296,33,31,1.16842105263158,4,33.75,2,"2023-06-23",1
"A-ee42db","Company_77","EdTech","DE","2023-04-25","ads","Enterprise",13,"False","False",11567,138804,12,54,9.46296296296296,33,31,1.16842105263158,4,33.75,2,"2024-03-07",1
"A-ee42db","Company_77","EdTech","DE","2023-04-25","ads","Enterprise",13,"False","False",11567,138804,12,54,9.46296296296296,33,31,1.16842105263158,4,33.75,2,"2024-11-12",1
"A-ee42db","Company_77","EdTech","DE","2023-04-25","ads","Enterprise",13,"False","False",11567,138804,12,54,9.46296296296296,33,31,1.16842105263158,4,33.75,2,"2023-10-13",1
"A-432483","Company_78","Cybersecurity","US","2023-02-06","ads","Pro",4,"False","False",25813,309756,9,45,10.0222222222222,28,25,1.18181818181818,1,51,1,NA,0
"A-9208f0","Company_79","EdTech","US","2023-05-11","organic","Pro",1,"False","True",3511,42132,8,53,10.1509433962264,31,29,1.10989010989011,8,41.25,1,"2023-11-18",1
"A-9208f0","Company_79","EdTech","US","2023-05-11","organic","Pro",1,"False","True",3511,42132,8,53,10.1509433962264,31,29,1.10989010989011,8,41.25,1,"2024-11-09",1
"A-9208f0","Company_79","EdTech","US","2023-05-11","organic","Pro",1,"False","True",3511,42132,8,53,10.1509433962264,31,29,1.10989010989011,8,41.25,1,"2024-09-15",1
"A-9208f0","Company_79","EdTech","US","2023-05-11","organic","Pro",1,"False","True",3511,42132,8,53,10.1509433962264,31,29,1.10989010989011,8,41.25,1,"2024-05-24",1
"A-98a59a","Company_80","FinTech","UK","2023-08-04","partner","Enterprise",56,"False","False",36456,437472,10,44,10.3409090909091,21,27,1.1,3,37.3333333333333,2,"2024-09-11",1
"A-fe79a5","Company_81","HealthTech","IN","2024-02-21","ads","Basic",9,"True","False",13532,162384,10,33,10.1515151515152,17,22,0.952380952380952,4,28.5,2,NA,0
"A-726cfa","Company_82","DevTools","US","2023-07-01","partner","Pro",11,"False","False",34782,417384,19,98,10.1326530612245,45,40,0.833333333333333,3,35.6666666666667,2,"2024-08-08",1
"A-c43359","Company_83","FinTech","US","2024-11-16","organic","Pro",38,"False","False",12312,147744,8,47,9.80851063829787,32,28,1.32530120481928,3,26.6666666666667,3,"2024-12-19",1
"A-c43359","Company_83","FinTech","US","2024-11-16","organic","Pro",38,"False","False",12312,147744,8,47,9.80851063829787,32,28,1.32530120481928,3,26.6666666666667,3,"2024-12-12",1
"A-271f46","Company_84","DevTools","US","2023-02-09","event","Pro",38,"False","True",19604,235248,8,38,9.81578947368421,16,25,1.07865168539326,1,36,0,"2024-08-09",1
"A-271f46","Company_84","DevTools","US","2023-02-09","event","Pro",38,"False","True",19604,235248,8,38,9.81578947368421,16,25,1.07865168539326,1,36,0,"2023-03-04",1
"A-157070","Company_85","FinTech","US","2023-11-09","ads","Pro",16,"False","False",27506,330072,16,71,9.80281690140845,26,37,0.869158878504673,3,42.3333333333333,1,"2024-12-27",1
"A-157070","Company_85","FinTech","US","2023-11-09","ads","Pro",16,"False","False",27506,330072,16,71,9.80281690140845,26,37,0.869158878504673,3,42.3333333333333,1,"2024-01-06",1
"A-40a557","Company_86","Cybersecurity","AU","2023-12-03","partner","Pro",16,"True","False",23324,279888,9,39,10.3076923076923,17,25,1,7,30.5714285714286,4,"2023-12-08",1
"A-66224b","Company_87","HealthTech","US","2024-10-18","other","Pro",92,"True","False",69184,830208,12,61,10.2622950819672,29,34,0.971153846153846,6,39.8333333333333,3,NA,0
"A-91e948","Company_88","EdTech","AU","2023-01-29","partner","Basic",41,"False","False",21894,262728,7,40,10.1,16,23,1.19587628865979,0,0,0,NA,0
"A-104f1a","Company_89","Cybersecurity","US","2024-08-17","other","Pro",24,"False","False",12617,151404,8,44,9.95454545454546,22,28,0.928571428571429,5,33.2,1,"2024-09-06",1
"A-104f1a","Company_89","Cybersecurity","US","2024-08-17","other","Pro",24,"False","False",12617,151404,8,44,9.95454545454546,22,28,0.928571428571429,5,33.2,1,"2024-09-09",1
"A-104f1a","Company_89","Cybersecurity","US","2024-08-17","other","Pro",24,"False","False",12617,151404,8,44,9.95454545454546,22,28,0.928571428571429,5,33.2,1,"2024-12-11",1
"A-7988d1","Company_90","Cybersecurity","US","2023-12-20","other","Basic",33,"False","False",10692,128304,9,46,9.76086956521739,28,31,0.79646017699115,3,35.3333333333333,2,"2024-06-19",1
"A-7988d1","Company_90","Cybersecurity","US","2023-12-20","other","Basic",33,"False","False",10692,128304,9,46,9.76086956521739,28,31,0.79646017699115,3,35.3333333333333,2,"2024-12-24",1
"A-7988d1","Company_90","Cybersecurity","US","2023-12-20","other","Basic",33,"False","False",10692,128304,9,46,9.76086956521739,28,31,0.79646017699115,3,35.3333333333333,2,"2024-01-06",1
"A-faa28c","Company_91","HealthTech","US","2024-01-30","organic","Enterprise",48,"False","False",58404,700848,14,59,9.91525423728813,24,25,1.19354838709677,4,52.25,2,"2024-08-20",1
"A-faa28c","Company_91","HealthTech","US","2024-01-30","organic","Enterprise",48,"False","False",58404,700848,14,59,9.91525423728813,24,25,1.19354838709677,4,52.25,2,"2024-05-24",1
"A-f25509","Company_92","EdTech","US","2024-03-22","other","Enterprise",32,"False","False",16122,193464,5,23,9.95652173913044,15,17,1.07142857142857,6,42.6666666666667,4,"2024-06-15",1
"A-f25509","Company_92","EdTech","US","2024-03-22","other","Enterprise",32,"False","False",16122,193464,5,23,9.95652173913044,15,17,1.07142857142857,6,42.6666666666667,4,"2024-11-10",1
"A-f25509","Company_92","EdTech","US","2024-03-22","other","Enterprise",32,"False","False",16122,193464,5,23,9.95652173913044,15,17,1.07142857142857,6,42.6666666666667,4,"2024-05-17",1
"A-3a7284","Company_93","FinTech","US","2024-11-17","organic","Enterprise",31,"False","False",35519,426228,12,60,10.15,30,33,1.00909090909091,3,56.3333333333333,3,"2024-12-26",1
"A-3a5ad8","Company_94","HealthTech","US","2023-12-05","organic","Enterprise",9,"True","False",28701,344412,13,52,9.73076923076923,23,27,1.04166666666667,4,44.75,4,NA,0
"A-65a46c","Company_95","HealthTech","US","2023-11-04","event","Pro",1,"False","False",22675,272100,8,38,9.73684210526316,21,24,1.18888888888889,8,45.125,6,NA,0
"A-8b25f2","Company_96","Cybersecurity","US","2024-02-17","ads","Pro",6,"False","True",14048,168576,13,54,10.462962962963,20,29,0.972972972972973,2,35.5,0,NA,0
"A-fabe19","Company_97","DevTools","UK","2024-11-11","ads","Enterprise",1,"False","False",20497,245964,7,33,10.2121212121212,16,20,1.08910891089109,3,40.6666666666667,3,NA,0
"A-adc1f3","Company_98","Cybersecurity","US","2024-08-05","organic","Pro",2,"False","False",26608,319296,9,36,9.27777777777778,26,24,1.08139534883721,3,47.3333333333333,2,NA,0
"A-503d5a","Company_99","FinTech","US","2023-10-21","other","Enterprise",4,"False","True",17884,214608,12,59,10.2542372881356,32,34,1.05607476635514,9,36.5555555555556,4,NA,0
"A-fd7ad3","Company_100","Cybersecurity","US","2024-11-01","event","Enterprise",1,"False","False",3831,45972,10,56,10.125,42,31,0.884210526315789,8,48.75,4,"2024-12-19",1
"A-fd7ad3","Company_100","Cybersecurity","US","2024-11-01","event","Enterprise",1,"False","False",3831,45972,10,56,10.125,42,31,0.884210526315789,8,48.75,4,"2024-11-23",1
"A-fd7ad3","Company_100","Cybersecurity","US","2024-11-01","event","Enterprise",1,"False","False",3831,45972,10,56,10.125,42,31,0.884210526315789,8,48.75,4,"2024-12-31",1
"A-fd7ad3","Company_100","Cybersecurity","US","2024-11-01","event","Enterprise",1,"False","False",3831,45972,10,56,10.125,42,31,0.884210526315789,8,48.75,4,"2024-11-12",1
"A-186a44","Company_101","HealthTech","US","2023-08-07","ads","Enterprise",20,"False","False",20989,251868,14,61,10.0655737704918,25,30,1.06666666666667,7,38.2857142857143,5,NA,0
